customer,name,address,geometry
     11970,FINE FARE,4125 102ND ST,"(33.50155275510204, -101.90120526530612)"
     30009,FINE FARE,426 33RD ST,"(43.0354195, -87.9549976346866)"
    172618,PUBLIX #618,5400 BRUCE B DOWN BLVD,"(None, None)"
    192713,WINN DIXIE #713,243 US HWY 27 SOUTH,"(41.63360627327007, -84.99913447122117)"
     17443,BRAVO MINI MARKET INC,6909 WOODSIDE AVE,"(40.7465897, -73.8958047)"
     71019,C &S ENTERPRISE LLC.,488 PARK AVE,"(41.8251706, -72.7195173)"
     71249,JACQUELINE CONVENIENCE,143 LOCUST ST,"(42.77120255, -81.17783525)"
     71570,EL POLLO TIPICO RESTAURANT,190 LAWRENCE ST,"(29.3216835, -81.4928874)"
    903698,EL MOLINO RESTAURANT,1989 S MILITARY TRAIL,"(26.64732974496644, -80.11259592617449)"
    500341,MAIR'S GROCERY,2230 DR MARTIN LUTHER KING JR ST S,"(35.1360652, -90.0380007)"
   1721341,PUBLIX #1341,500 EAST LAKE RD,"(28.0621168, -82.70911615066822)"
     16454,SUPER STAR DELI & GROCERY,788 E 214TH ST,"(40.8789022, -73.8617679)"
     22467,PECOSA BAKERY,2055 FRONT ST,"(32.726816, -117.164521)"
     16366,TEJEDA DELI GROCERY,3764 WHITE PLAINS RD,"(40.88184948979592, -73.86362969387756)"
   1012637,KEY FOOD #2637,1888 MAIN STREET,"(44.692492, -73.56658399999999)"
     29742,C-TOWN,1859 BRONXDALE AVE,"(40.847782550000005, -73.8604839)"
    172118,PUBLIX #118,3551 HWY 441 S,"(50.5180856, 5.2408138)"
     21831,FOUNTAIN GOURMET DELI,1155 BLAKE AVE,"(42.7461999, -84.514324)"
     25534,POLO SUPERMARKET,2218 MOTT AVE,"(32.84986836658707, -79.97859480447347)"
     27515,TREMONT GREEN MARKET,2250 TREMONT AVE,"(41.77009445, -88.26023041492982)"
     29022,BREAD CAFE BAKERY,285 ROUTE 22 E,"(51.714203, -9.9405851)"
   1912903,WALMART #2903 VEND#251893921,66 PARKHURST RD,"(43.7155445, -74.786236)"
     23463,PUNTO COLOMBIANO EN LA 90 BAKERY,3706 90TH ST,"(42.75987911959486, -91.66062870099766)"
    902659,MI CASITA BAKERY,8280 PINES BLVD,"(27.809981832441437, -82.75494673166003)"
     15689,MITAD DEL MUNDO EXPRESS,108 N MAIN ST,"(31.89455665, -96.71516661583304)"
     26236,BRAVO SUPERMARKET,503 W SIDE AVE,"(40.517417849999994, -74.27053305)"
    27044B,APNA BAZAR CASH & CARRY,11318 LIBERTY AVE,"(40.1999836, 44.5206647)"
     28035,ALL UNDER ONE ROOF,1219 SAINT JOHN'S PL,"(28.238525000000003, -82.72552667486829)"
     24026,BIG APPLE MEAT MARKET,577 9TH AVE,"(40.7582684, -73.9929915)"
     14382,PAO DE AZUCAR SUPERMARKET,227 VANDERPOOL ST,"(45.453384673469394, -121.13395853061225)"
    860405,GRUPO ARGAMAN S.A. C/O GLOBAL DOCKS,3042 NW 73RD STREET BAY #3,"(40.7039105, -73.8770621)"
     12817,SHOP SMART,8123 FLATLANDS AVE,"(40.6364912, -73.9120741)"
     11417,KEY FOOD #1370 (C),653 NOSTRAND AVE,"(40.6753533, -73.9498779)"
     28836,CVS PHARMACY #1058 V#B282,4108 QUEENS BLVD,"(40.7294379, -73.8602676)"
     29234,CVS PHARMACY #6030 V#B282,15705 CROSS BAY BLVD,"(40.5956735, -73.8209042)"
   1721563,PUBLIX #1563,2067 N ATLANTIC AVE,"(28.3448721, -80.6104135)"
    112299,SHOPRITE #299,2200 STATE ROUTE 66,"(32.28435818877169, -87.42693412059357)"
     18423,EINHORN GROCERY,5222 16TH AVE,"(40.6289585, -73.9878833)"
    709969,RUELAS #2,2369 LAWRENCEVILLE HWY STE L2,"(None, None)"
    901628,TRUJILLO & SON # 2,3250 NW 65TH ST,"(26.407307162266054, -80.15358710561473)"
     70353,EL TIPICO RESTAURANT,29 NEPTUNE BLVD,"(42.461294699999996, -70.95406734476063)"
     71683,YAAD FOOD,89 MAIN ST,"(54.234478499999994, -0.38103207836878883)"
   1922366,WINN DIXIE #2366,2950 9th ST SW UNIT 100,"(38.8874407, -77.0238675)"
     29404,KEY FOOD #2629 (C),2014 CROPSEY AVE,"(40.59949925, -74.0019675)"
     15405,BELLOS AMERICAN CORP,1445 ROCKAWAY PKWY,"(40.644959382352944, -73.90197694117647)"
     30297,KEY FOOD #2633 (C),227 CHERRY ST UNIT B,"(None, None)"
     12436,SUNNY FARMS MARKETPLACE,868 MIDDLE COUNTRY RD,"(40.8824494, -72.9393524)"
    155850,MEAT LAND,5150 N 22ND ST,"(43.11108136489649, -87.93902788340654)"
    709907,CARNICERIA Y SUPERMECADO TALPA #2,4317 BUFORD HWY,"(33.86923404251949, -84.29920981328127)"
     90139,CHIQUITA-WEST CHICAGO,133 W. ROOSEVELT RD,"(41.858685275510204, -88.10722239795919)"
    711099,LA FIESTA MARKET,3662 MACON RD,"(35.15052738584554, -89.57518463625482)"
    860171,RIVIERA SUPER MARKET,1710 NW 17TH AVE,"(25.7913624, -80.22340457550585)"
     29709,GOLDEN KRUST,358 E 149TH ST,"(40.8163598, -73.9193829)"
   1223322,TARGET #3322,2750 SW 27TH TERRACE,"(25.740427, -80.238302)"
    902560,STAR #7 FOOD STORE,2996 NW 55TH AVE,"(26.164111062261185, -80.22387583800534)"
     17234,MI COLOMBIA BAKERY,140 ELMORA AVE,"(40.66808782978724, -74.30642374468084)"
     11682,C-TOWN-AURORA FD CORP,272 MAPLE ST,"(44.0536591, -79.4428219)"
    720280,RIO SUPERMARKET,1275 POWERS FERRY RD,"(33.9208611, -84.4663278)"
    711105,RIO STEAKHOUSE AND BAKERY LLC,1275 POWERS FERRY RD,"(33.9208611, -84.4663278)"
    707386,SUNRISE SUPERMARKET,4609 LEWIS ROAD,"(33.8285541, -84.1996656)"
     29690,LOS PRIMOS MEAT MARKET,2100 ST VINCENT ST,"(40.0450245, -75.06066381239566)"
     20135,MONSEY GLATT,190 ROUTE 59,"(41.0940158, -73.9517812)"
    720065,CAFE RESTAURANT DOMINICANO,4650 JIMMY CARTER BOULEVARD,"(33.88638207692308, -84.192966)"
     18211,BALTOA MEAT PRODUCE INC,11101 43RD AVE,"(40.7489439, -73.9422244)"
     25820,KEY FOOD #2584 (C),210 N MAIN ST,"(32.15529065, -94.79932798009494)"
     15360,GRACE FARMERS MARKET,437 ROCKAWAY AVE,"(40.66924785, -73.91032014299162)"
     12115,GOLDEN KRUST BAKERY,1381 E GUN HILL RD,"(40.8702928, -73.84526389253217)"
     22390,NEW WAY GROCERY,1167 LENOX RD STE 1,"(None, None)"
     15621,PEREZ SUPERMARKET/EAGLE,1427 SAINT GEORGE AVE,"(26.171202559725895, -98.2197717114824)"
     30226,LA ROCA SUPERMARKET #2,4424 BERGENLINE AVE,"(40.77903126530612, -74.02372489795918)"
     15684,ASIAN MERCHANDISE / CO FROST D,1029 DEAN STR,"(None, None)"
     12653,PIONEER,90-01 JAMAICA AVE,"(40.693053449999994, -73.85457306494251)"
    704010,GRACE AFRICA & TROPICAL GROCERY,5085 MOORES MILL ROAD,"(36.243328487975695, -78.90671101840967)"
     29031,ASSOCIATED #16244 (C),312 AUDUBON AVE,"(40.848570050000006, -73.93283669103482)"
    112190,SHOPRITE #190,847 PELHAM PKWY,"(40.8916851, -73.820699)"
    861003,JRK!,95 NW 1ST STREET,"(38.65758748305643, -87.17666878275341)"
    706032,SUPERMERCADO JALISCO #2,134 S CLAYTON STREET,"(33.9494703, -83.985762)"
    908845,EL PATIO COLOMBIAN RESTAURANT,5416 S STATE ROAD 7,"(26.0010013, -80.2071211)"
     25629,KINGS FRUIT MARKET,8774 PARSONS BLVD,"(-27.2016557, 153.0179101)"
    508725,SUPER FOOD ALYSSA FOOD CORP,2617 OLD DIXIE HWY,"(32.43659985252687, -81.34632095186709)"
     70231,C TOWN PARK ST,1744 PARK ST,"(40.7324771, -111.87574163290654)"
     86001,SYSCO CHICAGO,250 WIEBOLDT DR,"(42.04342309751724, -87.90935478208189)"
     29822,FOOD CITY MARKET,85 AVE D,"(42.9569286, -73.794908)"
    100415,BEDESSEE INC,4060 NW 12TH ST,"(29.689962254138983, -82.3370232117693)"
     16392,GUZMAN GROCERY,3851 BRONXWOOD AVE,"(40.883327, -73.8563975)"
     12966,STOP & SHOP #802,3333 ROUTE 27,"(48.4989499, 20.689226)"
     14269,CARNICERIA LAS AMERICAS INC,45-52 46TH STREET,"(40.74153965, -73.9193117527079)"
    860154,PRIMOS RUSKIN,2406 E COLLEGE AVE,"(35.88530738454206, -97.39632672066816)"
   1721098,PUBLIX #1098,5645 N ATLANTIC AVE,"(28.369659, -80.607425)"
   1721274,PUBLIX #1274,9239 ATLANTIC AVE,"(39.321078625, -74.5119775)"
    663014,KABOWD CORP (LOS VERDES RESTAURANT),4491 N UNIVERSITY DR,"(31.647197816678553, -94.63766245741179)"
   1922533,WINN DIXIE #2533,1016 CAPE CORAL PKWY,"(26.562586676767676, -81.99587061616161)"
     90202,FALCON FUEL - S. COTTAGE (S),8301 S. COTTAGE GROVE,"(51.8056026, 1.1331274)"
     29132,GOLDEN KRUST CARIBBEAN REST,70 W 125TH ST,"(40.80724535, -73.94493961586667)"
     91231,GAS & FOOD,7283 SOUTH CHICAGO AVE,"(44.87128273469388, -93.26289687755103)"
     29974,CVS PHARMACY #1928 V#B282,59 WASHINGTON ST,"(42.68277775, -70.84642080301464)"
    192728,WINN DIXIE #728,14600 PALM BEACH BLVD,"(26.7115008, -81.7191697)"
     23856,BURGER EXPRESS,4219 COLLEGE POINT BLVD,"(40.754430612244896, -73.83292242857142)"
     20741,SHEEPSHEAD BAY FRUITS & VEG,1717 AVENUE Z,"(40.588692300000005, -73.95190715778443)"
     90566,"UNICA, LA",1515 W. DEVON AVENUE,"(41.9979862, -87.668527)"
     27156,RICHMOND PLAZA DELI,45 RICHMOND PLAZA,"(33.46843025, -82.08096458029537)"
     18738,MAZAL GLATT SUPERMARKET,7202 MAIN ST,"(34.11772775614766, -84.5087193301834)"
     28167,SUPERMARKET COMPARE CARNICERIA,146 WEST HILL RD,"(53.30627715, -0.9516500839511505)"
    428704,STOP & SHOP #704,70 MENDON RD,"(42.1215311, -71.78337760067849)"
     91224,CITGO,251 W 63 RD,"(41.7433866, -111.8413141)"
   1912156,WAL-MART #2156 V#251893921,750 MIDDLE COUNTRY RD,"(40.880141550000005, -72.94715349956451)"
    287411,LATINOS REST CORP,1754 W HILLSBORO BLVD,"(26.317799714285716, -80.12752066666667)"
     21652,CENTRAL MARKET,50 DIVISION AVE,"(40.70674315, -73.96675142928635)"
    112588,SHOPRITE #588,1101 GOVERNORS PL,"(30.432862, -84.228332)"
    720256,LA TAPATIA SUPER MARKET,1700 SAINT ALBANS DRIVE,"(35.8329966, -78.610426802228)"
     28282,SHOP FAIR SUPERMARKET,2108 ADAM CLAYTON POWELL JR. BLVD,"(40.80982328571429, -73.94782977551021)"
    160511,BUTERA MARKET # 511,4411 N CUMBERLAND,"(41.960061100000004, -87.8344001086667)"
    860531,MENKONTRE FOOD MARKET,1139 N KROME AVE,"(25.4370678, -80.4747867)"
     14429,CASA RIVERA GROCERY LTD,4017 82ND ST,"(33.51967358992806, -101.89927591366906)"
     90442,PETE'S FRESH MARKET # 9 - OAKBROOK,17W675 ROOSEVELT ROAD,"(41.85874080000001, -87.97365345174666)"
     17661,KINGS DELI & GRILL NY CORP,592 ALBANY AVE,"(40.6601975, -73.9399135)"
     31056,KEY FOOD #2390 (C),448 LENOX AVE,"(40.77337875, -72.95958768384415)"
    428055,STOP & SHOP #55,932 NORTH MONTELLO ST,"(42.108635825869605, -71.02475641753885)"
    860661,HOUSE OF MEATS,11635 SW 216ST,"(None, None)"
     29738,LA CABANA ANTOJITOS DOMINICANOS,3917 103RD ST,"(33.50074250306223, -101.89748189545583)"
    860809,LA MIA TIENDA VIEJA,4449 HOLLYWOOD BLVD,"(34.09870766666667, -118.28776796969697)"
    914180,TONY'S FRESH MARKET #367,2099 MANNHEIM RD,"(41.9134664, -87.8826698)"
     27170,GREEN CORNER FISH N FARMERS MARKET,801 FLUSHING AVE,"(40.7011761, -73.94073359999999)"
   1721611,PUBLIX #1611,13589 STATE ROAD 54,"(44.0714794, -91.6230739)"
    860146,TOROCOL GROUP INC,8308 NW 56 ST,"(29.409765, -82.938637)"
     29327,CVS PHARMACY #2361 V#B282,245 EAST MAIN STREET,"(43.15701345, -77.60583714597172)"
    701057,SUPERMERCADO JALISCO #1,2175 SUITE #100 BEAVER RUIN ROAD,"(34.210342, -84.068077)"
     31158,FOOD BAZAAR #22,21 MANHATTAN AVE,"(40.7030259, -73.944613)"
    968711,DONNAS CARIBBEAN RESTAURANT,2145 N UNIVERSITY DR,"(46.90815452261307, -96.79807507537689)"
   1917222,WAL-MART #7222,2830 GATEWAY DRIVE,"(35.606748350000004, -77.43189570504649)"
    711443,CHAMOY'S RESTAURANT 2,3059 LAWRENCEVILLE HWY,"(33.922428, -84.085591)"
    172756,PUBLIX #756,5500 MILITARY TRAIL; SUITE 25,"(None, None)"
   1721862,PUBLIX #1862,10640 FOREST HILLS BLVD,"(42.648194, -73.6758239)"
    707303,EL JALISCO MARKET,5014 SINGLETON ROAD,"(33.912332068386405, -84.16152865355944)"
     15806,STOP ONE GROCERY,1360 E GUN HILL RD,"(40.87018525, -73.84622566059264)"
     11092,CITY FRESH MARKET,2212 3RD AVE,"(40.800981, -73.9380312)"
    860168,HABANA SUPERMARKET,2901 W HILLSBORUGH AVE,"(None, None)"
   1304072,CVS Y MAS #4072,1525 W 49TH STREET,"(25.8672497, -80.3134809)"
     21893,CHAMPION BAKERY,3978 WHITE PLAINS RD,"(40.8879033, -73.8602042)"
     70896,TROPICAL MINI MARKET,127 SOUTH UNION ST,"(42.69812305, -71.15363584947332)"
    914921,ANGELO CAPUTO'S,11333 W 159TH ST,"(41.598603049999994, -87.89411662831347)"
    392559,EL GAITERO SM II,8121 W 8 AVE,"(50.1089811, 5.1431661)"
    639058,LOS VERDES COLOMBIAN FAST FOOD,7590 NW 186TH ST; #101 - 102,"(40.7058053, -73.7711709)"
    392937,EL GRANDE SM,8413 HANLER RD,"(47.6164126, 16.1038104)"
     25732,JM KELLYS,11823 GUY R BREWER BLVD,"(40.6877234, -73.7850521)"
     23287,LA GRAN URUGUAYA BAKERY,8502 37TH AVE,"(47.52750345, -122.3790174914779)"
    112127,PRICE RITE #127,301 MAIN ST,"(36.331665799999996, -84.17888169371729)"
   1913619,WAL-MART #3619,3901 HIXSON PIKE,"(35.115368, -85.262699)"
    368132,PEPES HACIENDA & REST CORP,3615 DUPONT AVE; SUITE 900,"(None, None)"
     31197,99 CENT STORE,1300 NOSTRAND AVE,"(40.655172176470586, -73.95014805882353)"
     21953,IMPERIAL BEVERAGE,1611 E 233RD ST,"(40.8891151, -73.828809)"
     25870,AMMAM GOURMET DELI,3949 WHITE PLAINS RD,"(40.8872617, -73.8609873)"
     12427,CHERRY VALLEY MARKETPLACE,54 E SUFFOLK AVE,"(40.7921999, -73.19910301492564)"
     13016,KEY FOOD #2532 (C),20 ELIZABETH ST,"(40.715983, -73.9972031)"
     29035,FINE FARE,1088 OLD COUNTRY RD,"(40.933785, -72.6768626)"
   1913338,WAL-MART #3338,203 CEDAR SPRINGS ROAD,"(34.921112, -81.884451)"
     11161,KEY FOOD #2645 (C),492 SAINT MARKS AVE,"(40.6761361, -73.95836796672984)"
    172516,PUBLIX #516,12663 TAMIAMI TRAIL E,"(26.0667028, -81.7013393)"
    729247,VILLAGE MEAT MARKET,5537 S 78TH ST,"(40.757628, -96.615325)"
     20095,LOS PRIMOS GROCERY / SHOP SMAR,2959 FULTON ST,"(40.679860000000005, -73.88545519473098)"
     17549,Q & Q DISCOUNT,8002 37TH AVE,"(45.45389143097805, -94.08373965664498)"
     13064,CVS PHARMACY #2041 V#B282,8302 ATLANTIC AVE,"(36.90819045, -75.99413496278355)"
     15851,DAN'S SUPERMARKET,602 W 185TH STREET,"(40.8517372, -73.9324335)"
    112216,SHOPRITE #216,206 SPRINGFIELD AVE,"(30.1495128, -85.61888239181323)"
     16050,NY NEW DELI INC,469 E 98TH ST,"(40.6572233, -73.9140497)"
    428071,STOP & SHOP #71,501 RODMAN ST,"(41.6941526, -71.1525292)"
     17870,MI TIERRITA,694 SUFFOLK AVE,"(37.098960363636365, -81.79530184848484)"
    112305,PRICE RITE #305,150 COLUMBUS BLVD,"(27.275513427112198, -82.56614816803454)"
    240452,DAMAS WHOLESALE FREIGHT MASTER OVERSEAS INC,4340 WEST 104TH ST,"(43.363868928090824, -85.90921955668567)"
    915852,LA PLACITA,5852 14TH ST W US41,"(31.3521134, 48.6827924)"
    901009,GOOD 2 GO,1303 HOMESTEAD RD; UNIT 101,"(51.5527657, 0.6077286)"
   1922409,WINN DIXIE #2409,2139 34TH STREET NORTH,"(27.790525799999998, -82.6780167702513)"
    707367,TAMMAX CARIBEAN MARKET INC,3400 CENTERVILLE HIGHWAY,"(33.803817, -84.042854)"
   1914641,WAL-MART # 4641,12300 ROUTE 47,"(41.8167897, -88.4659937)"
   1303704,CVS # 3704,1421 ALTON RD,"(25.7859284, -80.14070110061883)"
     28726,TNT LIQUITADOR INC,984 HEMPSTEAD TURNPIKE,"(40.707749, -73.6765114)"
     70791,HAPPY SUPERMARKET,868 BLUE HILL AVE,"(42.23865752112676, -71.1086881971831)"
   1721214,PUBLIX #1214,1024 HIGHWAY,"(47.8828266, -122.2643258)"
    709881,JETRO CASH & CARRY #881,1308 BUCKLEY RD,"(43.0940382, -76.1695242)"
     21231,JEFFRY SUPERMARKET,102 OCEAN AVE,"(33.743144400000006, -118.11280430028727)"
    108800,GEMINI LTA CORP,11400 W FLAGLER ST,"(25.7679117, -80.3818292)"
    709990,GR COMPARE FOOD,826 S 3RD ST,"(37.32475345, -121.8788618301282)"
    444065,FOOD DEPOT STORE #65,466 HIGHWAY 53 E,"(34.4701734, -84.9752802)"
   1301248,CVS #1248 VENDOR ID B282,240 OAK ST,"(35.61712675, -120.69163599999999)"
    161870,NEW GENERATION SM PLUS,7910 NW 22ND AVE,"(25.8466332, -80.2340715748564)"
    402882,LA CASA DEL PANDEBONO BAKERY I,2724 S CHICKASAW TRAIL,"(40.9964043, -74.2240426)"
     16014,OLIVE BRANCH RESTAURANT,11204 FARMERS BLVD,"(40.6588603, -73.7745556)"
     15866,FAMILY GROCERY,129 POST AVE,"(43.2750858, -77.7266638)"
    835656,PALM HARBOR BBQ-GRILL,9 HARBOR CENTER DR STE 11,"(None, None)"
    957596,LOS VERDES,9939 PINES BLVD,"(27.81400195378045, -82.77730643690839)"
   1301127,CVS Y MAS #1127,6780 SOUTHWEST 40TH STREET,"(25.7318927, -80.3045078)"
     19885,CANARSI SUPERETTE,8821 AVENUE L,"(40.634860849999995, -73.9016101)"
     12147,GOLDEN KRUST GRILL & BAKERY,1706 ATLANTIC AVE,"(40.6772957, -73.93407909939006)"
   1922550,WINN DIXIE #2550,1133 S. 6TH AVENUE,"(36.457225333333334, -119.564367)"
    30172B,KEY FOOD #1290 (C),2326 NOSTRAND AVE,"(40.62784725, -73.9474094813799)"
     15492,PILAR MINIMARKET II,402 10TH AVE,"(47.6832507, -122.20126918162393)"
     15778,METRO DELI GROCERY,1113 RUTLAND RD,"(40.6649467, -73.9231252)"
    711094,ISLAND VIBES,1316 ANTIOCH PIKE,"(36.08521710358938, -86.69036650217033)"
   4104500,JEWEL OSCO # 4500,1340 S CANAL ST,"(41.86412695, -87.63988686807224)"
     12610,ASSOCIATED #16434 (C),125 W KINGSBRIDGE RD,"(40.8690599, -73.9027243)"
   1922288,WINN DIXIE #2288,2960 CURRY FORD RD,"(28.5236089, -81.3445674)"
    709893,DOMINICANO GROCERY,950 INDIAN TRAIL,"(31.07349563636364, -97.64834654545454)"
    867468,CATAYU FOOD STORE INC,4927 SOUTHERN BLVD,"(26.678759908143768, -80.11934904558433)"
    150813,SAV MOR MEAT MARKET,11601 N 15TH ST,"(33.591551, -112.05005466666667)"
     23271,DELICIAS COLOMBIANAS,3703 82ND ST,"(47.68824185, -122.28818905150155)"
   1305077,CVS # 5077,5300 S JOHN YOUNG PKWY,"(28.261736, -81.4341483)"
   4103344,JEWEL OSCO # 3344,1220 S ASHLAND AVE,"(41.8659038, -87.668459)"
    428030,STOP & SHOP #30,2265 NORTHAMPTON ST,"(42.1836642, -72.6332066)"
     70273,EAST MAIN FISH AND CHIPS,276 EAST MAIN ST,"(39.3405534, -78.7536792)"
    860735,GUERRERO'S FOOD MARKET,3530 WEBBER ST,"(27.30820306314154, -82.49867437381533)"
     22727,KINGSTON FRUIT&VEGETABLES,265 KINGSTON AVE,"(40.6706336, -73.94182335283597)"
     25637,LA SABROSURA  BAKERY,3802 BROADWAY AV =E,"(42.91714276444155, -97.39778504607916)"
     28270,CARIBBEAN SPOT,3632 ROUTE 112,"(40.86193715, -72.99911749810161)"
     28789,CVS PHARMACY #2718 V#B282,17802 HILLSIDE AVE,"(40.737762, -74.380742)"
    711323,GOLDEN KRUST,6260 PLANTATION CENTER DR STE 101,"(35.8731782, -78.581977)"
    860689,WINTER HAVEN MEAT AND PRODUCES INC,150 MARTIN LUTHER KING BLVD,"(36.05654505, -94.16145705)"
     17573,MIRA CALI BAKERY #1,4558 46TH ST,"(41.64041940673913, -93.68083595026087)"
     17020,ALL STAR DELI & GROCERY,548 NOSTRAND AVE,"(40.6799416, -73.9497013)"
    501485,"MIA SUPER MARKET, INC",1055 S CONGRESS AVE #2,"(47.32189785, 12.797004519488947)"
     23382,1801 BAKERY CORP,1801 COLLEGE POINT BLVD,"(40.7617281, -73.8354279)"
     12362,KEY FOOD #2334 (C),3211 BEACH CHANNEL DR,"(40.5926066, -73.7994632)"
   1305125,CVS # 5125,735 NW 119TH ST,"(25.8842506, -80.2117624)"
     70338,ISLAND SPICE RESTAURANT,459 WINTHROP AVE,"(41.317803, -72.9441173)"
     70057,JOYCE HAIR AND FABRIC,49 SPARROWBUSH RD,"(41.7920408, -72.6152191)"
   1301034,CVS #1034 VENDOR ID B282,492 CONCORD STREET,"(42.289264149999994, -71.40986212476629)"
    333440,KROGER #440,950 HERRINGTON RD,"(36.29229868463937, -76.22001559386455)"
     22466,LA SEVILLANA BAKERY,372 FULTON AVE,"(40.7091439, -73.6204895)"
     14391,FIRST AVENUE MARKET INC,2076 1ST AVE,"(40.7904439, -73.9390697)"
   4103465,JEWEL OSCO # 3465,9449 N SKOKIE BLVD,"(42.0261214, -87.7459914)"
     72048,LA NUEVA FOGATA RESTAURANT,326 LOWELL ST,"(42.3950835, -71.1047925)"
     23061,LAUNDRY MATE,14587 GUY R BREWER BLVD,"(40.6877234, -73.7850521)"
    257596,ENTREPRENUERS GROUP LLC,15455 SW 137 AVE,"(29.0782384, -82.3470885)"
     90271,"ILUSION, LA - CARPENTERSVILLE, IL",100 N. KENNEDY DRIVE,"(41.143859, -87.876006)"
